2017.11.23_00:13:49,8.72,9.77,10.49,1.99,2.08,4.12,22.08,2.95,977.05,12.68,15.20,21.07,8.61,9.58,9.47,23.51,59.98,984.23,70.34,N; Tset = 10.60; Ttrue = 016.7; T1 = 24.12; RH1 = 61.75; T2 = 24.01; RH2 = 69.75
2017.11.23_00:26:23,9.22,10.38,11.13,2.23,1.62,3.80,22.80,3.03,1010.66,10.80,14.66,17.69,7.45,8.20,8.23,24.24,45.35,1018.10,53.40,N; Tset = 20.00; Ttrue = 019.8; T1 = 24.65; RH1 = 52.68; T2 = 24.65; RH2 = 51.55
2017.11.23_00:27:33,8.13,9.97,11.56,2.41,1.81,3.70,22.78,3.02,1010.69,10.35,14.72,20.11,7.59,8.30,9.04,24.24,47.07,1018.10,55.87,N; Tset = 21.00; Ttrue = 020.7; T1 = 24.65; RH1 = 55.19; T2 = 24.65; RH2 = 53.89
2017.11.23_00:28:41,8.89,10.14,10.58,2.67,1.83,3.77,22.78,3.01,1010.62,12.89,13.17,17.79,7.00,8.49,8.48,24.24,48.96,1018.06,58.49,N; Tset = 21.80; Ttrue = 021.5; T1 = 24.64; RH1 = 57.81; T2 = 24.65; RH2 = 56.39
2017.11.23_00:29:49,8.72,9.82,10.65,2.32,1.78,3.95,22.78,3.01,1010.68,12.08,13.87,18.48,7.71,8.49,8.77,24.23,50.93,1018.10,61.20,N; Tset = 22.60; Ttrue = 022.3; T1 = 24.64; RH1 = 60.45; T2 = 24.64; RH2 = 58.94
2017.11.23_00:30:57,8.54,10.61,10.99,2.84,1.68,3.92,22.76,3.01,1010.67,12.07,14.53,17.49,7.57,8.91,8.76,24.22,53.01,1018.11,63.97,N; Tset = 23.40; Ttrue = 023.2; T1 = 24.65; RH1 = 63.15; T2 = 24.64; RH2 = 61.57
2017.11.23_00:32:05,8.80,10.72,10.68,2.74,1.96,3.73,22.76,3.01,1010.68,13.04,14.34,20.73,10.07,9.61,9.02,24.22,55.19,1018.12,66.80,N; Tset = 24.20; Ttrue = 023.9; T1 = 24.68; RH1 = 65.85; T2 = 24.64; RH2 = 64.31
2017.11.23_00:33:11,8.70,9.94,10.91,2.35,1.92,4.28,22.76,3.01,1010.63,12.47,14.49,18.91,7.96,8.72,8.82,24.22,57.30,1018.09,69.53,N; Tset = 24.80; Ttrue = 024.6; T1 = 24.71; RH1 = 68.40; T2 = 24.64; RH2 = 66.92
2017.11.23_00:34:19,8.37,10.17,10.76,2.52,1.69,4.03,22.74,3.01,1010.70,11.81,13.46,19.64,8.26,8.93,8.64,24.20,59.52,1018.12,72.44,N; Tset = 25.60; Ttrue = 025.4; T1 = 24.74; RH1 = 71.03; T2 = 24.64; RH2 = 69.65
2017.11.23_00:35:27,8.88,10.13,10.76,2.55,1.95,3.94,22.74,3.01,1010.70,12.63,16.29,20.34,7.90,9.09,9.53,24.20,61.78,1018.14,75.32,N; Tset = 26.40; Ttrue = 026.1; T1 = 24.78; RH1 = 73.71; T2 = 24.64; RH2 = 72.42
2017.11.23_00:36:33,8.38,10.10,11.29,2.81,2.22,3.64,22.74,3.02,1010.71,12.14,15.68,19.42,9.74,10.40,9.58,24.20,64.13,1018.11,78.31,N; Tset = 27.00; Ttrue = 026.9; T1 = 24.83; RH1 = 76.44; T2 = 24.63; RH2 = 75.27
2017.11.23_00:37:41,10.14,10.40,10.68,3.28,2.23,3.80,22.72,3.01,1010.71,12.20,16.33,21.44,7.91,9.99,10.36,24.18,66.46,1018.08,81.40,N; Tset = 27.80; Ttrue = 027.5; T1 = 24.87; RH1 = 79.14; T2 = 24.64; RH2 = 78.16
2017.11.23_00:38:47,7.98,10.16,10.34,2.64,1.78,4.21,22.72,3.01,1010.71,14.24,18.68,24.79,9.62,10.37,11.36,24.18,68.77,1018.08,84.31,N; Tset = 28.40; Ttrue = 028.2; T1 = 24.92; RH1 = 81.70; T2 = 24.64; RH2 = 80.99
2017.11.23_00:39:53,7.76,10.86,11.20,2.93,1.98,3.75,22.71,3.00,1010.70,14.54,21.36,27.42,10.46,11.26,11.81,24.18,71.00,1018.07,87.15,N; Tset = 29.00; Ttrue = 028.8; T1 = 24.98; RH1 = 84.18; T2 = 24.63; RH2 = 83.70
2017.11.23_00:41:01,8.30,9.55,11.07,3.03,2.05,3.79,22.70,3.01,1010.68,17.09,21.52,28.30,12.51,13.58,13.89,24.17,73.29,1018.08,90.07,N; Tset = 29.80; Ttrue = 029.5; T1 = 25.04; RH1 = 86.65; T2 = 24.63; RH2 = 86.47
