2017.11.20_17:31:26,299.46,431.01,536.05,51.63,56.59,66.31,28.79,4.77,974.68,544.04,702.07,837.86,76.95,88.07,98.20,30.07,56.84,982.49,60.50,N; Tset = 17.80; Ttrue = 018.2; T1 = 31.50; RH1 = 47.96; T2 = 30.32; RH2 = 63.84
2017.11.20_17:58:26,330.49,468.05,580.81,55.60,61.76,71.17,29.70,4.80,1008.59,520.63,679.64,809.50,70.50,78.61,91.90,31.10,55.12,1016.63,65.64,N; Tset = 29.80; Ttrue = 029.7; T1 = 31.93; RH1 = 63.20; T2 = 31.33; RH2 = 64.21
2017.11.20_17:59:30,329.16,466.77,581.21,55.47,62.13,72.13,29.71,4.79,1008.55,542.49,707.72,845.03,73.85,81.88,96.45,31.10,56.28,1016.62,66.99,N; Tset = 30.20; Ttrue = 030.1; T1 = 31.97; RH1 = 64.31; T2 = 31.33; RH2 = 65.56
2017.11.20_18:00:34,327.74,466.08,576.45,55.56,60.55,71.25,29.70,4.80,1008.55,553.28,712.48,850.95,72.37,82.62,94.59,31.10,57.47,1016.63,68.41,N; Tset = 30.60; Ttrue = 030.5; T1 = 32.02; RH1 = 65.51; T2 = 31.33; RH2 = 66.95
2017.11.20_18:01:38,325.78,463.33,576.75,59.77,61.55,70.78,29.69,4.80,1008.58,570.67,742.34,884.14,76.40,85.00,98.24,31.10,58.60,1016.65,69.76,N; Tset = 31.00; Ttrue = 030.9; T1 = 32.07; RH1 = 66.59; T2 = 31.33; RH2 = 68.26
2017.11.20_18:02:42,329.21,464.89,577.62,57.99,60.94,71.02,29.69,4.79,1008.58,577.18,740.18,889.08,76.13,85.54,98.57,31.08,59.77,1016.66,71.27,N; Tset = 31.40; Ttrue = 031.3; T1 = 32.12; RH1 = 67.78; T2 = 31.33; RH2 = 69.66
2017.11.20_18:03:46,328.72,465.30,580.84,55.89,61.81,71.08,29.68,4.79,1008.58,590.10,759.15,907.39,77.69,85.91,99.52,31.09,60.95,1016.64,72.64,N; Tset = 31.80; Ttrue = 031.7; T1 = 32.17; RH1 = 68.91; T2 = 31.33; RH2 = 71.02
2017.11.20_18:04:50,332.06,469.30,581.23,55.12,61.54,71.76,29.69,4.78,1008.57,594.99,769.21,919.01,79.68,86.61,101.60,31.10,62.11,1016.67,73.98,N; Tset = 32.20; Ttrue = 032.0; T1 = 32.23; RH1 = 70.01; T2 = 31.33; RH2 = 72.38
2017.11.20_18:05:54,330.52,471.87,587.48,54.84,61.85,74.89,29.69,4.78,1008.62,613.46,787.23,933.45,79.65,98.39,100.85,31.10,63.25,1016.67,75.37,N; Tset = 32.60; Ttrue = 032.4; T1 = 32.28; RH1 = 71.10; T2 = 31.34; RH2 = 73.73
2017.11.20_18:06:56,330.05,467.65,591.57,56.72,61.55,72.19,29.68,4.79,1008.61,618.41,797.69,951.97,78.64,90.12,103.02,31.10,64.43,1016.69,76.75,N; Tset = 32.80; Ttrue = 032.7; T1 = 32.33; RH1 = 72.19; T2 = 31.34; RH2 = 75.08
2017.11.20_18:08:00,332.71,468.83,586.80,56.88,61.97,72.76,29.68,4.78,1008.60,631.89,807.63,959.97,78.71,89.38,103.44,31.10,65.58,1016.68,78.16,N; Tset = 33.20; Ttrue = 033.1; T1 = 32.39; RH1 = 73.24; T2 = 31.34; RH2 = 76.46
2017.11.20_18:09:04,338.12,467.76,583.86,55.47,62.27,71.84,29.66,4.78,1008.61,630.43,815.33,973.39,82.29,89.67,102.05,31.10,66.75,1016.67,79.58,N; Tset = 33.60; Ttrue = 033.4; T1 = 32.46; RH1 = 74.32; T2 = 31.35; RH2 = 77.84
2017.11.20_18:10:06,332.38,465.40,582.23,57.33,62.22,71.89,29.68,4.79,1008.61,624.16,814.08,960.40,79.57,89.73,99.99,31.10,67.97,1016.67,81.11,N; Tset = 33.80; Ttrue = 033.8; T1 = 32.53; RH1 = 75.47; T2 = 31.35; RH2 = 79.29
2017.11.20_18:11:10,330.26,467.28,584.66,55.77,62.10,71.82,29.69,4.79,1008.61,649.15,837.26,987.70,82.60,92.20,102.75,31.11,69.15,1016.67,82.50,N; Tset = 34.20; Ttrue = 034.1; T1 = 32.61; RH1 = 76.48; T2 = 31.35; RH2 = 80.69
2017.11.20_18:12:14,329.47,470.29,582.26,55.03,62.22,72.85,29.68,4.78,1008.61,674.17,861.31,1022.19,83.27,91.01,105.84,31.12,70.27,1016.69,83.78,N; Tset = 34.60; Ttrue = 034.4; T1 = 32.66; RH1 = 77.46; T2 = 31.35; RH2 = 82.00
2017.11.20_18:13:16,333.45,473.54,584.38,55.52,62.33,72.63,29.67,4.77,1008.63,699.80,891.88,1066.58,87.72,95.82,110.95,31.12,71.40,1016.72,85.10,N; Tset = 34.80; Ttrue = 034.8; T1 = 32.71; RH1 = 78.44; T2 = 31.35; RH2 = 83.31
2017.11.20_18:14:20,332.97,469.78,585.43,55.64,61.79,71.44,29.66,4.78,1008.63,716.79,915.05,1067.26,89.66,98.11,111.96,31.12,72.56,1016.71,86.50,N; Tset = 35.20; Ttrue = 035.1; T1 = 32.76; RH1 = 79.47; T2 = 31.35; RH2 = 84.71
2017.11.20_18:15:22,334.41,471.82,582.21,56.01,62.93,72.88,29.66,4.78,1008.65,742.77,937.38,1114.69,92.60,100.93,115.06,31.12,73.67,1016.73,87.88,N; Tset = 35.40; Ttrue = 035.4; T1 = 32.83; RH1 = 80.43; T2 = 31.36; RH2 = 86.01
2017.11.20_18:16:26,334.49,469.80,583.06,55.61,62.47,71.51,29.66,4.78,1008.67,737.88,935.51,1115.58,91.97,100.69,113.98,31.12,74.85,1016.73,89.30,N; Tset = 35.80; Ttrue = 035.7; T1 = 32.89; RH1 = 81.43; T2 = 31.36; RH2 = 87.41
2017.11.20_18:17:28,333.87,468.87,588.69,55.86,62.01,72.62,29.66,4.78,1008.67,782.92,991.20,1175.57,97.16,105.82,121.33,31.12,75.95,1016.75,90.61,N; Tset = 36.00; Ttrue = 036.0; T1 = 32.95; RH1 = 82.35; T2 = 31.37; RH2 = 88.71
