2017.11.25_03:26:13,68.39,95.50,123.92,14.81,17.32,20.65,23.58,9.13,969.29,98.37,127.60,158.73,22.11,24.09,27.87,24.51,60.48,976.60,69.37,N; Tset = 11.80; Ttrue = 016.6; T1 = 25.11; RH1 = 60.40; T2 = 24.66; RH2 = 70.77
2017.11.25_03:38:43,66.28,84.32,108.22,13.36,14.62,18.04,24.36,10.03,1002.77,79.18,104.73,126.97,19.98,21.97,24.51,25.28,45.71,1010.29,53.47,N; Tset = 20.80; Ttrue = 020.6; T1 = 25.66; RH1 = 52.96; T2 = 25.39; RH2 = 52.38
2017.11.25_03:39:51,59.73,82.75,108.58,13.42,14.49,19.48,24.36,10.08,1002.76,81.23,106.80,131.62,18.66,21.59,24.41,25.28,47.46,1010.29,55.94,N; Tset = 21.60; Ttrue = 021.4; T1 = 25.65; RH1 = 55.47; T2 = 25.39; RH2 = 54.78
2017.11.25_03:40:59,59.75,82.61,105.08,13.39,14.30,18.29,24.36,10.13,1002.76,79.59,108.33,128.66,18.82,21.17,23.34,25.28,49.29,1010.27,58.43,N; Tset = 22.40; Ttrue = 022.3; T1 = 25.64; RH1 = 58.01; T2 = 25.39; RH2 = 57.20
2017.11.25_03:42:07,59.15,81.96,104.63,12.94,14.41,17.58,24.35,10.18,1002.77,80.80,103.56,129.81,19.16,22.23,24.14,25.28,51.22,1010.27,61.02,N; Tset = 23.20; Ttrue = 023.0; T1 = 25.64; RH1 = 60.59; T2 = 25.38; RH2 = 59.74
2017.11.25_03:43:15,57.01,81.18,102.72,13.06,14.39,17.15,24.34,10.24,1002.75,81.70,103.85,130.39,19.20,23.27,24.17,25.27,53.17,1010.25,63.56,N; Tset = 24.00; Ttrue = 023.7; T1 = 25.66; RH1 = 63.04; T2 = 25.38; RH2 = 62.26
2017.11.25_03:44:23,57.18,80.37,103.96,12.63,13.22,17.44,24.34,10.29,1002.72,79.84,104.83,132.45,18.91,21.00,24.16,25.26,55.12,1010.23,66.12,N; Tset = 24.80; Ttrue = 024.5; T1 = 25.67; RH1 = 65.45; T2 = 25.37; RH2 = 64.72
2017.11.25_03:45:29,54.84,78.97,99.31,12.02,13.55,17.82,24.34,10.33,1002.71,81.34,106.94,134.80,19.40,22.22,24.52,25.26,57.17,1010.21,68.72,N; Tset = 25.40; Ttrue = 025.2; T1 = 25.69; RH1 = 67.97; T2 = 25.37; RH2 = 67.27
2017.11.25_03:46:37,56.87,78.03,97.58,12.68,13.30,16.52,24.34,10.37,1002.68,85.83,113.48,137.88,18.76,22.45,24.28,25.26,59.29,1010.20,71.40,N; Tset = 26.20; Ttrue = 026.0; T1 = 25.71; RH1 = 70.50; T2 = 25.37; RH2 = 69.90
2017.11.25_03:47:45,52.57,76.36,97.19,12.14,12.77,16.67,24.34,10.41,1002.68,84.97,111.87,141.15,20.09,22.73,24.50,25.25,61.47,1010.19,74.19,N; Tset = 27.00; Ttrue = 026.7; T1 = 25.75; RH1 = 73.10; T2 = 25.37; RH2 = 72.60
2017.11.25_03:48:51,54.90,78.13,94.75,12.13,13.21,15.90,24.34,10.45,1002.70,91.08,117.92,148.13,21.00,24.10,25.36,25.25,63.69,1010.20,77.03,N; Tset = 27.60; Ttrue = 027.4; T1 = 25.80; RH1 = 75.66; T2 = 25.38; RH2 = 75.39
2017.11.25_03:49:57,52.96,74.67,95.01,11.51,12.81,16.13,24.34,10.48,1002.70,93.99,125.53,158.92,20.75,25.18,26.37,25.25,65.83,1010.20,79.75,N; Tset = 28.20; Ttrue = 028.0; T1 = 25.85; RH1 = 78.08; T2 = 25.38; RH2 = 78.03
2017.11.25_03:51:05,53.69,74.25,95.61,12.16,12.31,16.05,24.34,10.53,1002.70,104.94,135.23,167.60,22.44,24.28,27.43,25.25,67.99,1010.22,82.48,N; Tset = 29.00; Ttrue = 028.7; T1 = 25.91; RH1 = 80.50; T2 = 25.37; RH2 = 80.72
2017.11.25_03:52:11,50.98,74.23,93.82,11.71,12.86,15.98,24.34,10.55,1002.71,107.20,144.49,178.18,23.46,26.15,28.67,25.25,70.21,1010.23,85.27,N; Tset = 29.60; Ttrue = 029.4; T1 = 25.96; RH1 = 82.98; T2 = 25.37; RH2 = 83.44
2017.11.25_03:53:17,52.62,74.95,92.97,12.05,12.26,15.80,24.34,10.57,1002.75,115.61,154.66,195.04,27.23,29.63,32.37,25.25,72.42,1010.25,88.12,N; Tset = 30.20; Ttrue = 030.0; T1 = 26.02; RH1 = 85.44; T2 = 25.37; RH2 = 86.19
2017.11.25_03:54:23,52.90,73.64,94.88,11.55,11.72,15.90,24.34,10.60,1002.76,128.07,174.32,213.30,32.54,34.22,37.72,25.25,74.65,1010.27,90.95,N; Tset = 30.80; Ttrue = 030.6; T1 = 26.09; RH1 = 87.87; T2 = 25.38; RH2 = 88.92
