2017.11.15_20:00:45,67.97,87.86,108.40,13.03,14.49,16.60,22.28,3.10,975.44,79.89,101.65,119.18,16.74,17.95,18.74,23.49,60.54,982.88,68.81,N; Tset = 14.00; Ttrue = 014.5; T1 = 23.33; RH1 = 62.62; T2 = 23.40; RH2 = 71.45
2017.11.15_20:15:59,78.49,107.16,119.84,14.39,15.62,19.93,22.86,3.05,1009.14,80.13,101.47,121.87,15.08,16.71,19.08,24.28,49.60,1016.83,58.42,N; Tset = 21.40; Ttrue = 021.2; T1 = 23.74; RH1 = 61.00; T2 = 24.11; RH2 = 58.42
2017.11.15_20:17:03,78.11,98.35,119.18,15.80,15.62,20.01,22.85,3.03,1009.12,85.40,105.24,125.04,15.61,18.35,19.03,24.28,50.93,1016.84,60.11,N; Tset = 21.80; Ttrue = 021.7; T1 = 23.73; RH1 = 62.79; T2 = 24.09; RH2 = 60.17
2017.11.15_20:18:09,75.89,102.65,122.80,14.46,15.28,20.81,22.85,3.04,1009.12,83.22,105.29,124.48,17.45,19.22,19.80,24.28,52.28,1016.83,61.82,N; Tset = 22.40; Ttrue = 022.2; T1 = 23.72; RH1 = 64.59; T2 = 24.08; RH2 = 61.93
2017.11.15_20:19:13,75.61,100.32,126.29,15.83,16.30,21.69,22.83,3.05,1009.15,84.54,105.33,129.76,17.19,19.23,21.05,24.27,53.68,1016.84,63.65,N; Tset = 22.80; Ttrue = 022.7; T1 = 23.73; RH1 = 66.43; T2 = 24.06; RH2 = 63.77
2017.11.15_20:20:19,79.68,105.82,126.40,16.82,16.11,21.44,22.82,3.07,1009.18,89.63,108.33,132.37,17.42,18.80,22.31,24.26,55.11,1016.84,65.45,N; Tset = 23.40; Ttrue = 023.2; T1 = 23.72; RH1 = 68.31; T2 = 24.02; RH2 = 65.69
2017.11.15_20:21:23,78.42,101.79,129.17,16.83,17.26,22.03,22.82,3.09,1009.15,91.59,109.67,138.44,16.77,19.45,24.09,24.26,56.52,1016.83,67.08,N; Tset = 23.80; Ttrue = 023.7; T1 = 23.72; RH1 = 70.06; T2 = 23.99; RH2 = 67.46
2017.11.15_20:22:29,80.94,102.39,131.79,16.00,17.22,20.82,22.80,3.09,1009.15,93.20,111.96,143.86,16.41,19.39,23.00,24.24,57.96,1016.83,68.91,N; Tset = 24.40; Ttrue = 024.2; T1 = 23.74; RH1 = 71.84; T2 = 23.98; RH2 = 69.20
2017.11.15_20:23:33,82.33,106.31,128.34,15.50,16.37,21.36,22.80,3.07,1009.16,90.37,113.00,144.08,17.25,20.59,22.25,24.24,59.45,1016.84,70.76,N; Tset = 24.80; Ttrue = 024.7; T1 = 23.77; RH1 = 73.66; T2 = 24.00; RH2 = 70.96
2017.11.15_20:24:37,82.58,105.29,127.50,15.49,17.87,19.90,22.80,3.07,1009.15,95.04,119.67,143.19,17.78,19.12,22.51,24.23,60.90,1016.83,72.62,N; Tset = 25.20; Ttrue = 025.1; T1 = 23.80; RH1 = 75.28; T2 = 24.03; RH2 = 72.67
2017.11.15_20:25:43,79.60,101.91,127.85,16.15,16.71,21.27,22.80,3.12,1009.16,101.27,119.71,148.61,18.05,20.35,21.96,24.21,62.37,1016.83,74.48,N; Tset = 25.80; Ttrue = 025.6; T1 = 23.84; RH1 = 76.94; T2 = 24.06; RH2 = 74.41
2017.11.15_20:26:47,80.40,105.91,129.99,16.99,16.65,20.47,22.80,3.23,1009.17,95.84,124.59,152.06,18.51,20.58,22.63,24.19,63.90,1016.82,76.45,N; Tset = 26.20; Ttrue = 026.0; T1 = 23.85; RH1 = 78.81; T2 = 24.06; RH2 = 76.29
2017.11.15_20:27:51,80.23,102.98,129.04,15.75,16.45,20.24,22.79,3.22,1009.16,95.36,126.44,157.34,19.00,21.08,24.52,24.17,65.37,1016.82,78.25,N; Tset = 26.60; Ttrue = 026.4; T1 = 23.86; RH1 = 80.46; T2 = 24.06; RH2 = 78.04
2017.11.15_20:28:55,82.31,105.14,132.39,15.93,16.73,21.41,22.78,3.16,1009.15,103.44,130.79,163.61,19.35,21.81,23.85,24.14,66.85,1016.81,80.10,N; Tset = 27.00; Ttrue = 026.9; T1 = 23.88; RH1 = 82.08; T2 = 24.06; RH2 = 79.71
2017.11.15_20:29:59,80.09,109.08,129.15,15.48,16.71,20.99,22.78,3.12,1009.15,109.55,134.95,163.65,19.54,20.54,22.66,24.11,68.43,1016.81,82.07,N; Tset = 27.40; Ttrue = 027.3; T1 = 23.93; RH1 = 83.75; T2 = 24.07; RH2 = 81.50
2017.11.15_20:31:03,78.10,104.22,132.64,16.03,17.17,20.90,22.77,3.08,1009.21,108.39,138.17,170.36,19.29,21.70,24.78,24.09,69.97,1016.82,84.01,N; Tset = 27.80; Ttrue = 027.7; T1 = 23.99; RH1 = 85.28; T2 = 24.08; RH2 = 83.25
2017.11.15_20:32:09,82.82,106.54,130.72,16.51,17.40,22.19,22.75,3.04,1009.20,110.56,145.68,174.05,20.85,22.76,26.49,24.07,71.49,1016.83,85.90,N; Tset = 28.20; Ttrue = 028.1; T1 = 24.05; RH1 = 86.71; T2 = 24.10; RH2 = 85.00
2017.11.15_20:33:13,81.13,103.22,128.23,16.41,16.59,21.33,22.75,3.01,1009.22,116.39,154.70,187.80,24.71,26.26,27.83,24.05,73.02,1016.84,87.80,N; Tset = 28.60; Ttrue = 028.5; T1 = 24.13; RH1 = 88.13; T2 = 24.11; RH2 = 86.71
2017.11.15_20:34:17,81.31,103.88,129.27,16.48,17.10,20.59,22.73,2.98,1009.22,132.03,153.63,195.60,24.03,27.25,29.73,24.04,74.51,1016.85,89.66,N; Tset = 29.00; Ttrue = 028.8; T1 = 24.22; RH1 = 89.49; T2 = 24.12; RH2 = 88.40
2017.11.15_20:35:21,80.31,109.86,128.29,15.81,17.19,22.82,22.72,2.96,1009.21,124.01,159.59,197.74,26.46,27.28,31.68,24.04,75.99,1016.84,91.40,N; Tset = 29.40; Ttrue = 029.2; T1 = 24.29; RH1 = 90.81; T2 = 24.14; RH2 = 90.07
