2017.11.12_03:09:22,122.29,172.06,206.69,27.33,29.78,35.37,24.31,5.76,969.13,176.57,231.13,283.06,40.77,45.71,48.85,25.13,73.97,976.40,83.62,P; Tset = 16.80; Ttrue = NaN; T1 = 24.06; RH1 = 84.55; T2 = 24.90; RH2 = 83.63
2017.11.12_03:21:22,133.04,177.61,219.98,28.59,31.74,36.98,25.19,5.49,1002.54,141.52,181.76,218.17,29.62,34.65,39.18,26.02,27.76,1010.06,24.07,P; Tset = 21.20; Ttrue = NaN; T1 = 25.00; RH1 = 24.65; T2 = 25.80; RH2 = 25.29
2017.11.12_03:22:22,134.40,178.68,224.18,29.91,30.68,36.08,25.18,5.49,1002.52,139.60,186.02,223.25,29.88,34.64,39.47,26.02,26.26,1010.02,22.70,P; Tset = 21.60; Ttrue = NaN; T1 = 24.98; RH1 = 23.28; T2 = 25.79; RH2 = 23.85
2017.11.12_03:23:22,137.83,185.45,224.12,28.63,32.07,38.45,25.17,5.50,1002.48,161.35,180.60,217.55,28.56,34.48,38.75,26.02,24.88,1009.98,21.46,P; Tset = 22.00; Ttrue = NaN; T1 = 24.94; RH1 = 22.03; T2 = 25.78; RH2 = 22.58
2017.11.12_03:24:22,134.17,184.19,226.06,33.10,31.25,36.86,25.17,5.52,1002.43,141.66,182.14,218.18,30.45,34.05,40.14,26.00,23.50,1009.94,20.16,P; Tset = 22.60; Ttrue = NaN; T1 = 24.92; RH1 = 20.70; T2 = 25.77; RH2 = 21.20
2017.11.12_03:25:22,138.66,184.67,226.04,29.02,31.09,39.11,25.15,5.51,1002.39,151.54,188.33,222.55,31.25,33.63,39.95,26.00,22.33,1009.87,19.12,P; Tset = 23.00; Ttrue = NaN; T1 = 24.90; RH1 = 19.69; T2 = 25.75; RH2 = 20.09
2017.11.12_03:26:22,139.76,184.10,231.32,30.05,32.55,40.70,25.14,5.51,1002.31,148.99,186.68,221.14,32.19,36.21,40.43,26.00,21.41,1009.82,18.40,P; Tset = 23.40; Ttrue = NaN; T1 = 24.87; RH1 = 19.03; T2 = 25.74; RH2 = 19.30
2017.11.12_03:27:22,137.79,184.78,227.04,28.55,30.96,38.39,25.13,5.52,1002.29,143.40,180.65,226.43,29.23,37.44,41.47,26.00,20.53,1009.78,17.69,P; Tset = 23.80; Ttrue = NaN; T1 = 24.85; RH1 = 18.33; T2 = 25.72; RH2 = 18.57
2017.11.12_03:28:22,136.90,181.99,224.58,28.88,30.07,35.52,25.11,5.54,1002.29,145.03,184.30,221.88,30.75,36.57,38.45,25.99,19.72,1009.77,17.03,P; Tset = 24.20; Ttrue = NaN; T1 = 24.82; RH1 = 17.67; T2 = 25.71; RH2 = 17.84
2017.11.12_03:29:22,141.05,187.48,229.09,30.07,31.75,36.23,25.11,5.54,1002.28,146.30,178.73,225.89,29.81,34.45,39.50,25.98,19.03,1009.77,16.49,P; Tset = 24.40; Ttrue = NaN; T1 = 24.79; RH1 = 17.19; T2 = 25.70; RH2 = 17.26
2017.11.12_03:30:22,141.79,184.84,223.71,29.86,31.11,37.82,25.09,5.52,1002.29,148.19,180.32,219.82,27.43,35.42,41.22,25.96,18.43,1009.79,16.08,P; Tset = 24.80; Ttrue = NaN; T1 = 24.75; RH1 = 16.78; T2 = 25.69; RH2 = 16.81
2017.11.12_03:31:22,139.22,179.35,226.92,30.12,32.13,36.92,25.08,5.52,1002.30,147.86,180.93,219.10,29.96,35.56,39.63,25.96,17.86,1009.80,15.63,P; Tset = 25.20; Ttrue = NaN; T1 = 24.70; RH1 = 16.36; T2 = 25.68; RH2 = 16.34
2017.11.12_03:32:22,133.95,178.54,219.87,26.86,31.52,37.86,25.07,5.56,1002.28,142.34,180.18,220.30,28.67,34.67,39.28,25.94,17.33,1009.77,15.20,P; Tset = 25.60; Ttrue = NaN; T1 = 24.66; RH1 = 15.93; T2 = 25.67; RH2 = 15.90
2017.11.12_03:33:22,134.52,183.51,218.96,30.32,30.66,35.85,25.06,5.64,1002.25,142.80,178.96,219.33,27.43,33.46,38.69,25.93,16.81,1009.76,14.78,P; Tset = 26.00; Ttrue = NaN; T1 = 24.62; RH1 = 15.53; T2 = 25.66; RH2 = 15.45
2017.11.12_03:34:22,138.82,179.68,217.69,33.55,32.20,37.58,25.03,5.68,1002.24,137.83,177.52,214.54,28.15,33.79,39.53,25.92,16.35,1009.73,14.44,P; Tset = 26.20; Ttrue = NaN; T1 = 24.57; RH1 = 15.21; T2 = 25.65; RH2 = 15.10
2017.11.12_03:35:22,129.38,177.05,222.34,47.98,30.74,35.57,25.03,5.75,1002.23,144.05,182.31,213.30,31.58,34.86,39.31,25.91,15.96,1009.71,14.17,P; Tset = 26.60; Ttrue = NaN; T1 = 24.53; RH1 = 14.96; T2 = 25.63; RH2 = 14.80
2017.11.12_03:36:22,134.82,178.92,224.57,29.87,30.96,36.82,25.00,5.81,1002.23,143.17,180.14,215.99,32.14,34.62,39.42,25.89,15.58,1009.70,13.90,P; Tset = 27.00; Ttrue = NaN; T1 = 24.49; RH1 = 14.71; T2 = 25.62; RH2 = 14.50
2017.11.12_03:37:22,132.07,177.68,219.37,27.64,30.62,37.79,24.97,5.86,1002.23,143.00,176.53,218.63,28.10,33.54,41.85,25.86,15.20,1009.69,13.61,P; Tset = 27.20; Ttrue = NaN; T1 = 24.45; RH1 = 14.41; T2 = 25.61; RH2 = 14.18
2017.11.12_03:38:22,135.39,178.43,224.52,26.37,29.32,38.08,24.94,5.88,1002.23,142.75,180.48,214.36,30.16,34.75,38.96,25.83,14.82,1009.70,13.30,P; Tset = 27.60; Ttrue = NaN; T1 = 24.40; RH1 = 14.08; T2 = 25.60; RH2 = 13.86
2017.11.12_03:39:22,131.80,180.15,222.42,29.23,29.42,36.52,24.91,5.86,1002.23,137.33,177.93,216.92,31.45,33.56,40.18,25.81,14.40,1009.70,12.93,P; Tset = 27.80; Ttrue = NaN; T1 = 24.35; RH1 = 13.71; T2 = 25.58; RH2 = 13.46
2017.11.12_03:40:22,131.56,175.91,219.86,28.84,29.25,36.44,24.88,5.85,1002.24,142.20,181.27,216.75,31.32,34.87,42.09,25.79,14.08,1009.70,12.69,P; Tset = 28.20; Ttrue = NaN; T1 = 24.30; RH1 = 13.51; T2 = 25.56; RH2 = 13.20
2017.11.12_03:41:22,137.24,172.75,219.97,27.03,32.17,36.41,24.86,5.86,1002.24,143.34,176.33,216.04,27.30,35.77,39.97,25.76,13.75,1009.71,12.44,P; Tset = 28.40; Ttrue = NaN; T1 = 24.27; RH1 = 13.23; T2 = 25.52; RH2 = 12.94
2017.11.12_03:42:22,132.32,170.75,221.50,26.24,30.05,36.59,24.85,5.91,1002.28,136.68,174.50,219.54,28.85,32.63,39.53,25.74,13.47,1009.72,12.24,P; Tset = 28.80; Ttrue = NaN; T1 = 24.22; RH1 = 13.07; T2 = 25.49; RH2 = 12.72
2017.11.12_03:43:22,126.31,171.24,217.93,25.72,29.01,35.74,24.83,5.97,1002.29,134.27,173.17,211.42,28.68,32.56,37.25,25.73,13.31,1009.73,12.18,P; Tset = 29.00; Ttrue = NaN; T1 = 24.17; RH1 = 13.07; T2 = 25.46; RH2 = 12.64
2017.11.12_03:44:22,125.22,171.64,213.16,26.95,27.73,36.88,24.81,6.04,1002.30,138.25,172.75,211.63,29.78,34.28,39.38,25.71,13.18,1009.72,12.15,P; Tset = 29.20; Ttrue = NaN; T1 = 24.12; RH1 = 13.09; T2 = 25.43; RH2 = 12.60
2017.11.12_03:45:22,130.46,171.90,214.99,26.46,28.85,34.22,24.79,6.10,1002.30,138.00,167.65,209.27,27.51,34.28,38.79,25.69,13.04,1009.72,12.10,P; Tset = 29.60; Ttrue = NaN; T1 = 24.08; RH1 = 13.07; T2 = 25.41; RH2 = 12.54
2017.11.12_03:46:22,125.79,170.74,214.05,26.90,29.06,33.15,24.76,6.13,1002.30,128.30,166.56,210.04,27.19,32.19,36.67,25.67,12.87,1009.71,12.03,P; Tset = 29.80; Ttrue = NaN; T1 = 24.03; RH1 = 13.00; T2 = 25.39; RH2 = 12.46
2017.11.12_03:47:22,125.59,171.81,214.95,32.24,28.89,35.33,24.73,6.15,1002.27,133.56,170.25,208.56,26.98,31.46,36.74,25.65,12.68,1009.71,11.87,P; Tset = 30.00; Ttrue = NaN; T1 = 23.98; RH1 = 12.85; T2 = 25.37; RH2 = 12.29
2017.11.12_03:48:22,124.59,172.17,214.28,27.99,29.21,35.37,24.70,6.15,1002.27,133.81,166.49,206.65,27.86,32.00,37.29,25.63,12.47,1009.68,11.70,P; Tset = 30.40; Ttrue = NaN; T1 = 23.94; RH1 = 12.70; T2 = 25.35; RH2 = 12.12
2017.11.12_03:49:22,123.72,171.32,215.42,26.24,28.75,36.75,24.66,6.15,1002.29,134.75,173.86,210.55,28.08,33.89,37.02,25.60,12.29,1009.69,11.58,P; Tset = 30.60; Ttrue = NaN; T1 = 23.89; RH1 = 12.58; T2 = 25.34; RH2 = 11.98
2017.11.12_03:50:22,127.79,176.54,218.11,25.39,31.34,35.89,24.63,6.13,1002.27,137.56,174.17,210.24,26.73,32.77,37.48,25.57,12.13,1009.67,11.48,P; Tset = 30.80; Ttrue = NaN; T1 = 23.84; RH1 = 12.50; T2 = 25.32; RH2 = 11.86
2017.11.12_03:51:22,129.61,175.33,215.62,26.55,30.83,33.31,24.60,6.14,1002.28,134.29,174.56,206.68,30.66,32.53,38.01,25.53,11.99,1009.66,11.41,P; Tset = 31.00; Ttrue = NaN; T1 = 23.79; RH1 = 12.44; T2 = 25.30; RH2 = 11.77
2017.11.12_03:52:22,127.40,171.26,218.43,25.42,30.57,36.28,24.58,6.13,1002.25,133.82,174.47,211.01,27.12,33.82,39.65,25.51,11.84,1009.64,11.31,P; Tset = 31.40; Ttrue = NaN; T1 = 23.75; RH1 = 12.33; T2 = 25.28; RH2 = 11.67
2017.11.12_03:53:22,126.35,168.64,219.31,28.18,30.39,36.42,24.56,6.15,1002.24,139.05,171.36,210.35,29.83,33.35,37.78,25.48,11.67,1009.62,11.16,P; Tset = 31.60; Ttrue = NaN; T1 = 23.70; RH1 = 12.18; T2 = 25.25; RH2 = 11.52
2017.11.12_03:54:22,128.89,171.36,214.71,27.54,27.52,34.87,24.54,6.17,1002.20,135.85,177.90,212.20,29.07,33.09,38.73,25.46,11.53,1009.57,11.04,P; Tset = 31.80; Ttrue = NaN; T1 = 23.65; RH1 = 12.09; T2 = 25.21; RH2 = 11.39
2017.11.12_03:55:22,128.44,174.79,217.44,27.25,29.74,36.18,24.51,6.20,1002.14,141.03,172.24,213.47,27.89,33.30,37.92,25.43,11.43,1009.52,10.99,P; Tset = 32.00; Ttrue = NaN; T1 = 23.61; RH1 = 12.07; T2 = 25.17; RH2 = 11.34
2017.11.12_03:56:22,126.90,173.79,217.47,30.17,29.87,35.79,24.50,6.23,1002.12,135.28,174.84,210.27,27.17,33.41,39.97,25.41,11.33,1009.49,10.95,P; Tset = 32.20; Ttrue = NaN; T1 = 23.56; RH1 = 12.05; T2 = 25.14; RH2 = 11.30
2017.11.12_03:57:22,124.51,170.53,218.35,29.03,28.52,34.53,24.46,6.25,1002.09,133.58,174.71,210.80,26.28,32.86,38.80,25.39,11.26,1009.46,10.92,P; Tset = 32.40; Ttrue = NaN; T1 = 23.51; RH1 = 12.04; T2 = 25.12; RH2 = 11.27
2017.11.12_03:58:22,127.01,173.98,219.95,29.71,28.82,34.40,24.42,6.27,1002.06,133.16,170.86,206.33,26.46,32.59,37.85,25.36,11.19,1009.44,10.90,P; Tset = 32.60; Ttrue = NaN; T1 = 23.46; RH1 = 12.03; T2 = 25.09; RH2 = 11.23
2017.11.12_03:59:22,125.55,169.45,211.95,26.59,28.60,36.40,24.38,6.30,1002.05,134.88,174.24,207.63,26.23,31.58,36.60,25.33,11.11,1009.43,10.87,P; Tset = 33.00; Ttrue = NaN; T1 = 23.41; RH1 = 12.02; T2 = 25.07; RH2 = 11.20
2017.11.12_04:00:22,123.37,173.79,212.03,26.83,29.98,35.52,24.35,6.32,1002.09,135.01,171.89,209.13,25.53,32.23,38.17,25.30,11.05,1009.44,10.86,P; Tset = 33.20; Ttrue = NaN; T1 = 23.37; RH1 = 12.02; T2 = 25.05; RH2 = 11.17
2017.11.12_04:01:22,125.51,171.92,218.21,26.17,27.81,36.30,24.32,6.34,1002.10,134.23,170.63,208.95,27.03,34.64,37.85,25.26,10.99,1009.46,10.86,P; Tset = 33.40; Ttrue = NaN; T1 = 23.32; RH1 = 12.04; T2 = 25.04; RH2 = 11.16
2017.11.12_04:02:22,121.59,164.52,212.16,25.48,28.33,32.74,24.29,6.34,1002.11,134.51,173.88,202.74,28.36,32.59,38.06,25.24,10.93,1009.48,10.84,P; Tset = 33.60; Ttrue = NaN; T1 = 23.28; RH1 = 12.03; T2 = 25.01; RH2 = 11.13
2017.11.12_04:03:22,129.10,173.30,213.56,25.64,28.61,33.31,24.27,6.34,1002.10,134.59,179.70,210.90,27.34,31.22,38.71,25.21,10.86,1009.48,10.82,P; Tset = 33.80; Ttrue = NaN; T1 = 23.24; RH1 = 12.02; T2 = 24.98; RH2 = 11.11
2017.11.12_04:04:22,123.83,171.97,212.03,27.49,27.90,33.36,24.24,6.36,1002.10,130.52,170.47,208.87,28.68,30.59,37.28,25.19,10.82,1009.45,10.81,P; Tset = 34.00; Ttrue = NaN; T1 = 23.20; RH1 = 12.04; T2 = 24.95; RH2 = 11.09
2017.11.12_04:05:22,124.87,168.77,210.73,26.78,29.74,33.22,24.22,6.37,1002.13,137.88,168.49,215.19,26.18,31.72,37.28,25.16,10.77,1009.45,10.80,P; Tset = 34.20; Ttrue = NaN; T1 = 23.16; RH1 = 12.06; T2 = 24.90; RH2 = 11.09
2017.11.12_04:06:22,124.80,175.39,213.51,27.12,29.77,34.25,24.19,6.41,1002.14,135.04,170.29,207.68,27.00,33.88,37.22,25.13,10.74,1009.47,10.82,P; Tset = 34.40; Ttrue = NaN; T1 = 23.12; RH1 = 12.08; T2 = 24.87; RH2 = 11.09
2017.11.12_04:07:22,124.30,170.67,211.63,28.40,28.52,36.23,24.16,6.42,1002.16,136.66,167.61,204.14,26.33,31.70,36.91,25.10,10.70,1009.48,10.82,P; Tset = 34.60; Ttrue = NaN; T1 = 23.07; RH1 = 12.09; T2 = 24.85; RH2 = 11.09
2017.11.12_04:08:22,124.10,166.10,209.01,26.01,29.36,35.27,24.13,6.42,1002.16,129.11,172.61,206.12,25.87,30.64,36.42,25.08,10.64,1009.47,10.78,P; Tset = 34.80; Ttrue = NaN; T1 = 23.01; RH1 = 12.07; T2 = 24.82; RH2 = 11.06
2017.11.12_04:09:22,122.35,162.12,204.38,25.10,28.64,41.52,24.08,6.43,1002.12,131.39,167.31,206.87,26.13,32.34,37.14,25.05,10.61,1009.46,10.78,P; Tset = 35.00; Ttrue = NaN; T1 = 22.97; RH1 = 12.09; T2 = 24.80; RH2 = 11.05
2017.11.12_04:10:22,120.66,163.91,208.44,25.39,27.06,36.00,24.03,6.44,1002.11,128.64,166.49,202.24,28.21,32.80,36.44,25.02,10.56,1009.43,10.78,P; Tset = 35.20; Ttrue = NaN; T1 = 22.93; RH1 = 12.10; T2 = 24.78; RH2 = 11.04
2017.11.12_04:11:22,120.11,171.70,213.92,25.75,28.99,34.63,24.01,6.43,1002.08,125.99,168.08,203.86,27.79,33.08,36.16,24.98,10.52,1009.38,10.77,P; Tset = 35.40; Ttrue = NaN; T1 = 22.88; RH1 = 12.08; T2 = 24.76; RH2 = 11.03
2017.11.12_04:12:22,121.83,166.48,208.39,24.91,27.38,34.99,23.99,6.41,1002.03,129.59,167.70,203.51,26.73,31.37,35.84,24.95,10.45,1009.34,10.72,P; Tset = 35.40; Ttrue = NaN; T1 = 22.84; RH1 = 12.03; T2 = 24.73; RH2 = 10.98
2017.11.12_04:13:22,121.18,166.83,211.21,27.32,28.61,33.18,23.96,6.41,1001.95,124.21,163.82,202.36,26.19,32.50,36.40,24.92,10.40,1009.26,10.70,P; Tset = 35.60; Ttrue = NaN; T1 = 22.79; RH1 = 12.03; T2 = 24.70; RH2 = 10.95
2017.11.12_04:14:22,116.52,162.63,207.07,25.12,27.71,34.53,23.94,6.40,1001.91,125.58,164.79,197.67,26.07,31.51,35.17,24.89,10.35,1009.22,10.67,P; Tset = 35.80; Ttrue = NaN; T1 = 22.75; RH1 = 12.01; T2 = 24.65; RH2 = 10.92
2017.11.12_04:15:22,115.42,166.97,208.35,24.87,27.32,33.96,23.92,6.40,1001.87,123.31,168.35,200.91,27.43,31.48,36.50,24.86,10.30,1009.18,10.64,P; Tset = 36.00; Ttrue = NaN; T1 = 22.71; RH1 = 11.99; T2 = 24.61; RH2 = 10.90
2017.11.12_04:16:22,116.15,161.40,204.11,24.53,30.99,32.41,23.89,6.41,1001.83,127.79,167.25,201.94,26.95,31.34,35.58,24.83,10.26,1009.14,10.61,P; Tset = 36.20; Ttrue = NaN; T1 = 22.67; RH1 = 11.97; T2 = 24.58; RH2 = 10.87
2017.11.12_04:17:22,120.02,161.72,208.06,27.04,26.26,32.56,23.85,6.41,1001.81,124.70,164.05,198.94,25.69,32.09,36.78,24.81,10.20,1009.12,10.58,P; Tset = 36.40; Ttrue = NaN; T1 = 22.63; RH1 = 11.95; T2 = 24.55; RH2 = 10.83
2017.11.12_04:18:22,120.94,160.01,201.96,30.85,26.02,32.82,23.81,6.40,1001.79,119.62,158.60,198.12,24.74,29.84,35.34,24.78,10.16,1009.07,10.55,P; Tset = 36.60; Ttrue = NaN; T1 = 22.59; RH1 = 11.93; T2 = 24.53; RH2 = 10.80
2017.11.12_04:19:22,117.73,157.91,205.76,26.94,27.11,33.16,23.76,6.40,1001.73,125.93,162.96,203.28,25.63,30.14,35.82,24.74,10.12,1009.01,10.55,P; Tset = 36.80; Ttrue = NaN; T1 = 22.54; RH1 = 11.93; T2 = 24.51; RH2 = 10.79
2017.11.12_04:20:22,119.68,159.22,201.30,25.15,26.32,31.95,23.73,6.42,1001.69,126.03,163.34,199.04,29.34,33.82,35.81,24.69,10.09,1008.96,10.56,P; Tset = 36.80; Ttrue = NaN; T1 = 22.49; RH1 = 11.94; T2 = 24.49; RH2 = 10.78
2017.11.12_04:21:22,112.48,157.99,201.86,25.84,28.93,33.36,23.71,6.42,1001.68,117.56,158.11,196.75,26.54,31.95,37.06,24.66,10.06,1008.94,10.56,P; Tset = 37.00; Ttrue = NaN; T1 = 22.45; RH1 = 11.95; T2 = 24.46; RH2 = 10.78
2017.11.12_04:22:22,113.42,156.95,201.07,25.93,26.45,31.87,23.69,6.44,1001.68,118.73,163.14,193.15,24.62,35.89,34.87,24.64,10.03,1008.94,10.54,P; Tset = 37.20; Ttrue = NaN; T1 = 22.41; RH1 = 11.95; T2 = 24.43; RH2 = 10.77
2017.11.12_04:23:22,120.42,157.10,201.40,24.65,26.75,32.45,23.67,6.43,1001.68,121.28,166.63,194.63,24.44,30.16,34.48,24.62,9.98,1008.93,10.51,P; Tset = 37.40; Ttrue = NaN; T1 = 22.38; RH1 = 11.93; T2 = 24.38; RH2 = 10.75
2017.11.12_04:24:22,114.48,159.46,199.19,24.69,26.45,33.77,23.64,6.40,1001.69,123.26,158.40,196.86,26.01,32.36,36.09,24.59,9.92,1008.94,10.46,P; Tset = 37.60; Ttrue = NaN; T1 = 22.34; RH1 = 11.87; T2 = 24.33; RH2 = 10.71
2017.11.12_04:25:22,115.42,158.43,197.38,24.61,25.92,34.40,23.61,6.36,1001.68,118.71,157.74,197.98,27.17,31.03,37.23,24.56,9.85,1008.93,10.39,P; Tset = 37.80; Ttrue = NaN; T1 = 22.29; RH1 = 11.80; T2 = 24.31; RH2 = 10.64
2017.11.12_04:26:22,114.79,158.83,198.37,23.17,27.21,33.46,23.57,6.34,1001.67,124.84,157.88,196.44,25.35,30.25,32.97,24.53,9.79,1008.89,10.34,P; Tset = 37.80; Ttrue = NaN; T1 = 22.25; RH1 = 11.76; T2 = 24.28; RH2 = 10.58
2017.11.12_04:27:22,112.52,159.57,197.69,23.97,25.34,32.73,23.53,6.34,1001.63,118.77,153.01,194.29,25.48,29.34,34.91,24.49,9.75,1008.86,10.30,P; Tset = 38.00; Ttrue = NaN; T1 = 22.21; RH1 = 11.73; T2 = 24.26; RH2 = 10.53
2017.11.12_04:28:22,114.85,159.09,197.02,23.53,27.40,31.56,23.49,6.34,1001.61,121.43,154.79,194.76,26.32,29.93,36.75,24.46,9.69,1008.82,10.28,P; Tset = 38.20; Ttrue = NaN; T1 = 22.17; RH1 = 11.70; T2 = 24.23; RH2 = 10.50
2017.11.12_04:29:22,109.40,157.22,197.56,23.02,28.38,32.92,23.46,6.34,1001.56,121.67,153.86,190.70,23.56,28.49,35.22,24.42,9.60,1008.75,10.19,P; Tset = 38.40; Ttrue = NaN; T1 = 22.12; RH1 = 11.58; T2 = 24.21; RH2 = 10.42
2017.11.12_04:30:22,113.14,156.11,193.05,24.46,28.79,31.73,23.43,6.33,1001.50,116.78,155.26,188.03,24.40,29.07,33.77,24.38,9.49,1008.70,10.08,P; Tset = 38.40; Ttrue = NaN; T1 = 22.08; RH1 = 11.47; T2 = 24.19; RH2 = 10.29
2017.11.12_04:31:22,109.99,155.29,195.49,25.02,26.37,31.63,23.40,6.32,1001.44,124.52,163.31,192.22,25.62,29.48,33.43,24.36,9.43,1008.66,10.04,P; Tset = 38.60; Ttrue = NaN; T1 = 22.05; RH1 = 11.45; T2 = 24.16; RH2 = 10.24
2017.11.12_04:32:22,111.18,150.17,195.31,27.57,25.91,31.07,23.37,6.30,1001.41,116.40,154.86,192.52,26.57,31.58,33.58,24.33,9.39,1008.63,10.00,P; Tset = 38.80; Ttrue = NaN; T1 = 22.02; RH1 = 11.42; T2 = 24.12; RH2 = 10.20
2017.11.12_04:33:22,111.03,154.42,192.29,25.67,25.03,31.15,23.35,6.30,1001.41,124.27,155.81,193.99,23.37,30.51,35.51,24.30,9.35,1008.60,9.98,P; Tset = 39.00; Ttrue = NaN; T1 = 21.98; RH1 = 11.42; T2 = 24.08; RH2 = 10.18
2017.11.12_04:34:22,109.78,154.89,191.72,22.08,24.30,30.57,23.33,6.32,1001.42,120.38,152.09,188.57,25.37,30.45,33.99,24.26,9.33,1008.64,9.98,P; Tset = 39.00; Ttrue = NaN; T1 = 21.93; RH1 = 11.43; T2 = 24.03; RH2 = 10.17
2017.11.12_04:35:22,111.25,151.00,190.83,25.47,26.24,31.19,23.30,6.32,1001.49,115.91,149.35,190.49,25.68,28.79,33.53,24.24,9.31,1008.67,9.99,P; Tset = 39.20; Ttrue = NaN; T1 = 21.89; RH1 = 11.45; T2 = 24.01; RH2 = 10.18
2017.11.12_04:36:22,112.22,148.47,194.31,23.19,28.20,31.92,23.26,6.32,1001.50,112.95,149.53,187.54,23.48,28.96,33.77,24.21,9.29,1008.70,9.99,P; Tset = 39.40; Ttrue = NaN; T1 = 21.86; RH1 = 11.45; T2 = 23.99; RH2 = 10.18
2017.11.12_04:37:22,108.74,148.70,189.65,23.75,25.74,31.35,23.22,6.32,1001.48,113.32,147.54,182.07,22.96,29.18,33.44,24.17,9.26,1008.67,9.99,P; Tset = 39.40; Ttrue = NaN; T1 = 21.82; RH1 = 11.46; T2 = 23.96; RH2 = 10.17
2017.11.12_04:38:22,109.37,147.99,189.24,24.39,25.81,30.85,23.18,6.33,1001.45,113.22,149.27,187.34,24.26,28.26,34.06,24.13,9.24,1008.66,10.00,P; Tset = 39.60; Ttrue = NaN; T1 = 21.79; RH1 = 11.45; T2 = 23.94; RH2 = 10.17
2017.11.12_04:39:22,112.48,148.58,187.10,25.11,25.05,30.67,23.16,6.34,1001.47,111.08,149.39,187.44,23.31,28.07,33.84,24.09,9.21,1008.64,10.00,P; Tset = 39.80; Ttrue = NaN; T1 = 21.75; RH1 = 11.46; T2 = 23.92; RH2 = 10.15
2017.11.12_04:40:22,105.43,150.77,193.03,22.70,26.17,30.54,23.13,6.37,1001.48,112.84,148.70,182.79,24.25,28.75,33.77,24.07,9.21,1008.68,10.02,P; Tset = 40.00; Ttrue = NaN; T1 = 21.71; RH1 = 11.50; T2 = 23.88; RH2 = 10.18
