2017.11.07_13:20:18,65.43,69.27,75.61,17.73,14.06,17.29,22.64,5.90,969.26,79.02,73.29,75.85,25.01,24.36,25.99,23.57,71.58,976.32,79.49,N; Tset = 16.00; Ttrue = 0016.4; T1 = 22.57; RH1 = 77.65; T2 = 23.57; RH2 = 80.65
2017.11.07_13:34:04,66.20,66.87,72.91,12.58,12.14,14.50,23.34,6.38,1002.69,64.54,76.57,66.22,14.63,16.79,19.79,24.28,49.16,1009.96,53.48,N; Tset = 20.60; Ttrue = 0020.5; T1 = 22.58; RH1 = 59.48; T2 = 24.28; RH2 = 53.30
2017.11.07_13:35:08,62.34,68.76,67.36,14.83,12.58,14.81,23.35,6.34,1002.60,69.61,66.78,67.09,14.78,18.86,18.14,24.28,49.96,1009.96,54.69,N; Tset = 21.00; Ttrue = 0020.9; T1 = 22.59; RH1 = 60.81; T2 = 24.29; RH2 = 54.43
2017.11.07_13:36:14,61.94,67.18,71.92,14.97,14.83,16.17,23.35,6.36,1002.67,67.08,72.13,72.03,14.72,16.99,17.11,24.29,50.81,1010.01,55.89,N; Tset = 21.60; Ttrue = 0021.4; T1 = 22.61; RH1 = 62.13; T2 = 24.31; RH2 = 55.61
2017.11.07_13:37:18,58.56,67.00,72.11,12.78,12.53,13.81,23.36,6.38,1002.63,67.14,63.47,64.48,12.52,15.68,19.14,24.30,51.65,1009.96,57.04,N; Tset = 22.00; Ttrue = 0021.8; T1 = 22.64; RH1 = 63.36; T2 = 24.32; RH2 = 56.72
2017.11.07_13:38:22,62.20,65.18,63.70,13.11,11.22,13.25,23.37,6.35,1002.61,65.67,66.71,64.54,12.49,15.65,16.73,24.32,52.44,1009.94,58.08,N; Tset = 22.40; Ttrue = 0022.2; T1 = 22.66; RH1 = 64.53; T2 = 24.33; RH2 = 57.76
2017.11.07_13:39:26,62.74,70.52,70.53,15.48,15.90,17.07,23.38,6.30,1002.50,70.42,66.00,65.41,15.18,17.89,19.00,24.33,53.24,1009.82,59.18,N; Tset = 22.80; Ttrue = 0022.6; T1 = 22.67; RH1 = 65.76; T2 = 24.34; RH2 = 58.83
2017.11.07_13:40:28,64.64,65.91,68.29,11.90,12.20,15.10,23.41,6.21,1002.48,66.28,65.50,61.58,14.26,16.34,17.12,24.34,54.00,1009.82,60.21,N; Tset = 23.00; Ttrue = 0022.9; T1 = 22.65; RH1 = 67.06; T2 = 24.35; RH2 = 59.84
2017.11.07_13:41:32,73.91,69.21,74.61,18.55,15.93,16.93,23.41,6.14,1002.53,81.17,74.96,76.29,15.98,20.27,20.17,24.35,54.80,1009.77,61.24,N; Tset = 23.40; Ttrue = 0023.3; T1 = 22.59; RH1 = 68.42; T2 = 24.35; RH2 = 60.91
2017.11.07_13:42:36,75.03,70.17,67.43,18.77,16.23,15.35,23.41,6.07,1002.54,70.28,73.81,70.15,14.24,16.54,19.15,24.36,55.63,1009.81,62.33,N; Tset = 23.80; Ttrue = 0023.7; T1 = 22.54; RH1 = 69.96; T2 = 24.35; RH2 = 62.02
2017.11.07_13:43:40,69.05,68.74,74.65,11.93,10.87,17.85,23.41,5.98,1002.47,66.78,71.28,70.13,13.49,16.87,19.17,24.36,56.55,1009.66,63.49,N; Tset = 24.20; Ttrue = 0024.0; T1 = 22.47; RH1 = 71.54; T2 = 24.34; RH2 = 63.22
2017.11.07_13:44:44,72.66,65.79,70.29,13.51,11.92,13.67,23.41,5.93,1002.52,69.67,64.06,67.56,14.71,15.87,17.17,24.35,57.51,1009.71,64.71,N; Tset = 24.60; Ttrue = 0024.4; T1 = 22.42; RH1 = 73.07; T2 = 24.33; RH2 = 64.47
2017.11.07_13:45:46,64.02,68.55,74.43,16.30,14.92,14.39,23.41,5.93,1002.51,68.88,66.16,66.21,14.69,15.39,17.10,24.34,58.53,1009.77,65.99,N; Tset = 24.80; Ttrue = 0024.7; T1 = 22.38; RH1 = 74.62; T2 = 24.32; RH2 = 65.76
2017.11.07_13:46:50,63.37,67.89,67.99,15.28,12.18,16.20,23.40,5.95,1002.47,74.42,67.40,66.23,16.21,18.32,17.94,24.34,59.58,1009.79,67.23,N; Tset = 25.20; Ttrue = 0025.1; T1 = 22.37; RH1 = 76.04; T2 = 24.31; RH2 = 67.07
2017.11.07_13:47:52,61.03,65.17,70.01,13.56,12.18,12.22,23.39,5.97,1002.39,67.73,63.16,63.00,15.73,16.66,19.35,24.32,60.66,1009.64,68.57,N; Tset = 25.40; Ttrue = 0025.4; T1 = 22.38; RH1 = 77.43; T2 = 24.29; RH2 = 68.39
2017.11.07_13:48:56,62.20,63.29,62.11,12.60,13.80,22.40,23.37,6.01,1002.41,68.94,68.18,69.21,13.54,17.30,20.55,24.32,61.72,1009.67,69.82,N; Tset = 25.80; Ttrue = 0025.7; T1 = 22.40; RH1 = 78.70; T2 = 24.28; RH2 = 69.67
2017.11.07_13:50:00,61.69,62.08,62.41,11.08,10.23,14.13,23.37,6.03,1002.46,66.08,62.10,64.42,16.59,16.10,16.00,24.30,62.76,1009.76,71.08,N; Tset = 26.20; Ttrue = 0026.0; T1 = 22.43; RH1 = 79.83; T2 = 24.28; RH2 = 70.91
2017.11.07_13:51:02,60.93,58.60,64.67,13.61,9.98,12.38,23.36,6.07,1002.36,62.95,60.65,65.81,15.90,16.57,18.75,24.30,63.78,1009.64,72.26,N; Tset = 26.40; Ttrue = 0026.3; T1 = 22.49; RH1 = 80.90; T2 = 24.28; RH2 = 72.12
2017.11.07_13:52:06,70.56,70.45,72.77,16.07,13.08,16.00,23.36,6.08,1002.38,81.26,74.10,73.26,16.14,18.27,18.99,24.29,64.81,1009.69,73.56,N; Tset = 26.80; Ttrue = 0026.6; T1 = 22.54; RH1 = 82.00; T2 = 24.28; RH2 = 73.33
2017.11.07_13:53:08,67.42,67.45,68.44,14.51,12.01,13.29,23.35,6.10,1002.43,69.41,69.44,73.96,15.54,18.96,17.36,24.30,65.84,1009.71,74.73,N; Tset = 27.00; Ttrue = 0026.9; T1 = 22.61; RH1 = 83.02; T2 = 24.28; RH2 = 74.54
2017.11.07_13:54:10,60.97,66.44,65.61,10.51,9.74,14.38,23.37,6.11,1002.37,62.93,60.49,65.76,13.41,17.55,18.83,24.30,66.81,1009.72,75.89,N; Tset = 27.20; Ttrue = 0027.2; T1 = 22.69; RH1 = 83.92; T2 = 24.29; RH2 = 75.69
2017.11.07_13:55:14,62.14,73.53,59.92,11.75,11.95,13.45,23.37,6.14,1002.45,61.75,68.43,65.79,14.56,17.63,17.49,24.30,67.74,1009.79,76.97,N; Tset = 27.60; Ttrue = 0027.5; T1 = 22.77; RH1 = 84.68; T2 = 24.30; RH2 = 76.73
2017.11.07_13:56:16,64.44,65.17,63.62,13.79,11.14,14.42,23.38,6.15,1002.35,63.52,69.40,64.73,13.49,16.64,16.92,24.32,68.60,1009.73,77.94,N; Tset = 27.80; Ttrue = 0027.8; T1 = 22.85; RH1 = 85.44; T2 = 24.31; RH2 = 77.70
2017.11.07_13:57:20,60.26,64.24,59.14,11.63,11.17,12.81,23.39,6.10,1002.37,71.39,67.47,64.12,15.02,18.05,15.92,24.33,69.43,1009.72,78.91,N; Tset = 28.20; Ttrue = 0028.0; T1 = 22.91; RH1 = 86.19; T2 = 24.33; RH2 = 78.66
2017.11.07_13:58:22,57.77,63.32,64.47,11.95,11.16,13.55,23.41,6.06,1002.37,66.32,66.44,65.53,15.89,18.12,17.17,24.34,70.17,1009.69,79.77,N; Tset = 28.40; Ttrue = 0028.3; T1 = 22.96; RH1 = 86.97; T2 = 24.34; RH2 = 79.56
2017.11.07_13:59:24,64.41,60.67,60.83,17.66,11.05,14.30,23.41,5.99,1002.42,65.76,67.60,70.17,16.81,19.01,20.20,24.35,70.91,1009.72,80.65,N; Tset = 28.60; Ttrue = 0028.5; T1 = 22.97; RH1 = 87.89; T2 = 24.34; RH2 = 80.47
2017.11.07_14:00:28,59.41,59.28,62.37,15.52,15.24,14.30,23.43,5.94,1002.42,66.43,64.19,70.55,15.99,19.91,22.02,24.36,71.69,1009.72,81.55,N; Tset = 29.00; Ttrue = 0028.8; T1 = 22.96; RH1 = 88.96; T2 = 24.34; RH2 = 81.47
2017.11.07_14:01:30,53.72,67.50,62.37,11.69,11.56,13.96,23.43,5.91,1002.41,66.36,67.87,65.94,17.25,19.18,23.17,24.36,72.54,1009.66,82.56,N; Tset = 29.20; Ttrue = 0029.1; T1 = 22.94; RH1 = 90.17; T2 = 24.33; RH2 = 82.53
2017.11.07_14:02:32,52.99,59.08,64.49,13.70,11.66,13.21,23.43,5.89,1002.47,60.66,63.26,63.21,19.36,20.65,19.95,24.36,73.51,1009.73,83.71,N; Tset = 29.40; Ttrue = 0029.3; T1 = 22.92; RH1 = 91.50; T2 = 24.32; RH2 = 83.74
2017.11.07_14:03:34,52.96,56.48,55.59,9.65,9.37,11.99,23.42,5.89,1002.48,63.47,56.67,67.31,17.28,20.18,20.95,24.35,74.52,1009.73,84.94,N; Tset = 29.60; Ttrue = 0029.5; T1 = 22.92; RH1 = 92.70; T2 = 24.31; RH2 = 85.01
2017.11.07_14:04:36,54.25,60.18,54.80,12.92,11.67,11.52,23.40,5.93,1002.50,65.28,62.09,63.13,19.59,19.31,23.27,24.34,75.54,1009.73,86.16,N; Tset = 29.80; Ttrue = 0029.8; T1 = 22.94; RH1 = 93.82; T2 = 24.30; RH2 = 86.30
2017.11.07_14:05:40,54.34,52.29,53.75,12.76,11.80,10.87,23.39,6.00,1002.50,58.60,57.53,62.93,24.30,22.92,23.62,24.33,76.56,1009.77,87.38,N; Tset = 30.20; Ttrue = 0030.0; T1 = 22.98; RH1 = 94.80; T2 = 24.29; RH2 = 87.56
