2017.11.23_01:08:09,8.01,10.76,10.64,2.96,1.65,4.55,21.82,2.89,976.94,11.81,14.84,19.58,7.85,9.00,9.89,23.19,60.12,984.09,70.77,N; Tset = 10.00; Ttrue = 016.6; T1 = 23.87; RH1 = 61.93; T2 = 23.62; RH2 = 70.32
2017.11.23_01:20:47,8.16,9.86,11.19,2.66,1.34,3.60,22.53,2.95,1010.60,10.05,11.74,15.76,7.37,8.23,7.90,23.88,45.24,1017.97,53.22,N; Tset = 19.80; Ttrue = 019.5; T1 = 24.36; RH1 = 52.31; T2 = 24.23; RH2 = 51.47
2017.11.23_01:21:55,7.72,10.13,10.71,2.08,1.67,3.32,22.52,2.95,1010.59,9.88,11.96,17.15,7.39,9.20,8.00,23.86,46.95,1017.99,55.76,N; Tset = 20.60; Ttrue = 020.3; T1 = 24.35; RH1 = 54.81; T2 = 24.23; RH2 = 53.83
2017.11.23_01:23:03,8.09,10.91,11.13,2.55,1.87,4.17,22.52,2.95,1010.63,10.67,12.25,17.82,6.65,8.45,8.06,23.85,48.83,1018.00,58.39,N; Tset = 21.40; Ttrue = 021.2; T1 = 24.35; RH1 = 57.41; T2 = 24.23; RH2 = 56.32
2017.11.23_01:24:11,8.67,10.04,10.49,2.52,1.57,3.67,22.52,2.95,1010.62,12.46,13.27,16.86,6.77,8.27,8.20,23.84,50.82,1017.99,61.13,N; Tset = 22.20; Ttrue = 022.0; T1 = 24.35; RH1 = 60.08; T2 = 24.23; RH2 = 58.90
2017.11.23_01:25:19,8.86,10.60,10.57,2.20,1.38,3.62,22.52,2.95,1010.64,11.37,12.17,17.36,7.51,8.75,8.67,23.82,52.94,1017.99,64.00,N; Tset = 23.00; Ttrue = 022.9; T1 = 24.36; RH1 = 62.84; T2 = 24.23; RH2 = 61.59
2017.11.23_01:26:27,8.12,9.73,10.88,2.63,2.00,3.53,22.51,2.96,1010.63,10.76,13.05,17.48,7.72,8.67,8.65,23.82,55.16,1018.00,66.94,N; Tset = 23.80; Ttrue = 023.6; T1 = 24.38; RH1 = 65.64; T2 = 24.23; RH2 = 64.39
2017.11.23_01:27:35,8.85,9.43,11.19,2.54,1.69,3.47,22.50,2.97,1010.63,10.46,14.11,17.85,7.69,8.86,8.28,23.80,57.35,1017.99,69.81,N; Tset = 24.60; Ttrue = 024.3; T1 = 24.40; RH1 = 68.27; T2 = 24.24; RH2 = 67.10
2017.11.23_01:28:43,8.76,9.67,10.66,2.53,2.08,3.92,22.50,2.97,1010.58,11.08,13.88,18.39,7.28,8.43,8.92,23.80,59.57,1017.95,72.64,N; Tset = 25.40; Ttrue = 025.1; T1 = 24.43; RH1 = 70.86; T2 = 24.23; RH2 = 69.79
2017.11.23_01:29:49,8.68,10.83,9.87,2.68,1.84,4.19,22.50,2.97,1010.55,10.41,14.66,19.25,8.02,8.79,9.05,23.80,61.81,1017.90,75.53,N; Tset = 26.00; Ttrue = 025.8; T1 = 24.47; RH1 = 73.52; T2 = 24.23; RH2 = 72.56
2017.11.23_01:30:57,9.65,10.16,11.12,2.45,1.49,4.54,22.50,2.97,1010.50,14.99,14.73,18.88,7.08,8.97,8.69,23.78,64.17,1017.87,78.60,N; Tset = 26.80; Ttrue = 026.6; T1 = 24.51; RH1 = 76.30; T2 = 24.23; RH2 = 75.46
2017.11.23_01:32:05,9.57,9.60,11.47,3.44,2.13,4.02,22.48,2.97,1010.50,13.43,15.00,21.12,8.13,9.51,9.93,23.77,66.61,1017.86,81.80,N; Tset = 27.60; Ttrue = 027.3; T1 = 24.56; RH1 = 79.14; T2 = 24.23; RH2 = 78.46
2017.11.23_01:33:11,7.91,9.69,10.93,2.33,1.48,3.66,22.48,2.97,1010.50,14.74,18.88,25.79,9.30,10.46,10.90,23.78,69.01,1017.87,84.91,N; Tset = 28.20; Ttrue = 028.0; T1 = 24.61; RH1 = 81.93; T2 = 24.23; RH2 = 81.45
2017.11.23_01:34:17,9.58,9.93,10.58,2.42,1.73,4.45,22.48,2.97,1010.47,15.61,21.17,29.36,10.80,12.90,12.48,23.78,71.40,1017.89,87.92,N; Tset = 28.80; Ttrue = 028.6; T1 = 24.66; RH1 = 84.53; T2 = 24.23; RH2 = 84.39
2017.11.23_01:35:25,8.62,9.06,10.20,2.80,1.15,3.53,22.47,2.97,1010.46,16.47,21.47,29.64,14.11,15.31,15.52,23.77,73.72,1017.86,90.93,N; Tset = 29.60; Ttrue = 029.3; T1 = 24.73; RH1 = 87.13; T2 = 24.23; RH2 = 87.19
