2017.11.14_04:17:22,11.27,14.71,16.25,2.95,1.77,3.94,24.61,3.16,975.05,14.49,19.36,24.79,17.23,15.94,16.68,25.43,72.32,982.39,77.33,N; Tset = 17.80; Ttrue = 018.1; T1 = 24.27; RH1 = 75.66; T2 = 25.11; RH2 = 80.54
2017.11.14_04:33:18,11.87,14.05,16.90,2.63,2.51,4.42,25.50,3.22,1008.88,11.69,14.79,20.20,5.23,8.80,10.39,26.31,49.95,1016.48,53.66,N; Tset = 23.40; Ttrue = 023.2; T1 = 24.43; RH1 = 60.40; T2 = 26.00; RH2 = 54.28
2017.11.14_04:34:22,9.78,13.12,15.64,2.36,1.51,4.81,25.50,3.23,1008.91,10.71,15.55,22.34,5.81,8.27,9.48,26.31,50.83,1016.49,54.86,N; Tset = 23.80; Ttrue = 023.6; T1 = 24.41; RH1 = 61.85; T2 = 25.99; RH2 = 55.49
2017.11.14_04:35:26,10.34,14.60,15.99,2.36,2.54,4.68,25.49,3.23,1008.98,11.52,15.53,20.77,6.36,8.75,9.23,26.31,51.74,1016.57,56.10,N; Tset = 24.20; Ttrue = 024.0; T1 = 24.39; RH1 = 63.33; T2 = 26.00; RH2 = 56.71
2017.11.14_04:36:30,11.61,13.81,17.50,3.44,3.06,4.53,25.50,3.23,1008.98,12.45,15.52,20.01,5.64,9.07,9.70,26.31,52.67,1016.58,57.27,N; Tset = 24.60; Ttrue = 024.4; T1 = 24.36; RH1 = 64.74; T2 = 26.00; RH2 = 57.92
2017.11.14_04:37:32,11.50,14.00,16.07,1.97,2.72,4.63,25.48,3.24,1008.97,15.67,14.46,21.31,6.43,8.72,9.82,26.31,53.58,1016.57,58.46,N; Tset = 24.80; Ttrue = 024.7; T1 = 24.35; RH1 = 66.15; T2 = 25.99; RH2 = 59.12
2017.11.14_04:38:36,13.03,13.80,17.26,2.48,2.03,3.80,25.48,3.25,1008.99,17.50,17.82,20.72,7.08,9.59,10.97,26.31,54.52,1016.57,59.62,N; Tset = 25.20; Ttrue = 025.1; T1 = 24.33; RH1 = 67.50; T2 = 26.00; RH2 = 60.31
2017.11.14_04:39:40,12.41,13.74,15.61,2.82,2.38,4.32,25.48,3.26,1009.01,12.75,15.67,20.01,5.98,8.65,10.15,26.31,55.45,1016.57,60.79,N; Tset = 25.60; Ttrue = 025.5; T1 = 24.33; RH1 = 68.84; T2 = 26.00; RH2 = 61.50
2017.11.14_04:40:44,10.98,13.69,16.66,2.12,2.19,4.05,25.48,3.27,1008.98,13.22,15.84,24.98,6.31,9.06,9.95,26.31,56.40,1016.56,61.96,N; Tset = 26.00; Ttrue = 025.8; T1 = 24.32; RH1 = 70.18; T2 = 26.00; RH2 = 62.68
2017.11.14_04:41:48,12.34,13.90,15.78,2.61,2.48,4.41,25.48,3.27,1008.93,11.73,20.59,22.20,7.20,8.53,10.25,26.31,57.36,1016.54,63.14,N; Tset = 26.40; Ttrue = 026.2; T1 = 24.33; RH1 = 71.49; T2 = 26.00; RH2 = 63.86
2017.11.14_04:42:50,10.96,15.11,16.38,2.31,2.33,4.37,25.48,3.25,1009.00,12.31,17.71,20.38,6.20,9.34,10.19,26.31,58.30,1016.55,64.27,N; Tset = 26.60; Ttrue = 026.5; T1 = 24.33; RH1 = 72.75; T2 = 26.00; RH2 = 65.02
2017.11.14_04:43:54,10.79,13.47,20.49,3.41,2.16,4.84,25.48,3.23,1008.95,15.51,18.09,22.92,6.71,8.82,10.83,26.31,59.26,1016.53,65.44,N; Tset = 27.00; Ttrue = 026.8; T1 = 24.34; RH1 = 74.00; T2 = 26.01; RH2 = 66.20
2017.11.14_04:44:56,12.77,13.90,17.96,2.51,2.34,5.52,25.48,3.21,1009.00,13.00,18.88,22.55,6.97,9.20,9.87,26.31,60.20,1016.56,66.57,N; Tset = 27.20; Ttrue = 027.2; T1 = 24.35; RH1 = 75.20; T2 = 26.00; RH2 = 67.35
2017.11.14_04:46:00,10.79,15.33,16.89,2.30,2.33,5.71,25.48,3.22,1009.03,14.74,17.82,23.65,6.73,9.01,9.58,26.31,61.16,1016.60,67.71,N; Tset = 27.60; Ttrue = 027.5; T1 = 24.37; RH1 = 76.42; T2 = 26.01; RH2 = 68.50
2017.11.14_04:47:04,11.30,13.98,16.06,2.44,3.17,4.29,25.48,3.23,1009.01,18.86,17.00,24.54,6.75,8.91,10.19,26.31,62.12,1016.60,68.87,N; Tset = 28.00; Ttrue = 027.8; T1 = 24.39; RH1 = 77.61; T2 = 26.01; RH2 = 69.67
2017.11.14_04:48:06,11.83,13.70,17.06,2.75,3.26,4.97,25.48,3.23,1009.01,17.92,16.06,23.76,6.51,9.23,11.79,26.31,63.07,1016.60,69.97,N; Tset = 28.20; Ttrue = 028.1; T1 = 24.41; RH1 = 78.73; T2 = 26.02; RH2 = 70.80
2017.11.14_04:49:10,11.43,13.56,16.64,2.02,1.98,4.21,25.48,3.21,1009.00,13.92,17.11,22.96,6.45,9.81,11.10,26.31,64.03,1016.57,71.12,N; Tset = 28.60; Ttrue = 028.4; T1 = 24.43; RH1 = 79.91; T2 = 26.01; RH2 = 71.98
2017.11.14_04:50:12,11.00,15.40,17.35,2.73,2.10,4.17,25.48,3.19,1009.08,13.16,18.40,24.61,6.82,9.24,10.51,26.31,64.99,1016.67,72.25,N; Tset = 28.80; Ttrue = 028.7; T1 = 24.46; RH1 = 81.00; T2 = 26.02; RH2 = 73.14
2017.11.14_04:51:14,12.45,13.60,16.40,3.60,2.07,4.11,25.48,3.18,1009.06,16.86,18.52,25.67,8.38,10.28,11.32,26.31,65.92,1016.64,73.34,N; Tset = 29.00; Ttrue = 029.0; T1 = 24.50; RH1 = 82.05; T2 = 26.02; RH2 = 74.24
2017.11.14_04:52:18,12.47,14.37,16.24,3.24,1.85,4.46,25.48,3.17,1009.02,16.05,19.86,26.94,7.74,10.48,11.70,26.31,66.84,1016.62,74.42,N; Tset = 29.40; Ttrue = 029.3; T1 = 24.53; RH1 = 83.07; T2 = 26.02; RH2 = 75.35
2017.11.14_04:53:20,11.91,14.21,16.95,2.46,2.49,4.88,25.48,3.17,1009.06,15.33,20.46,27.08,8.21,10.37,11.56,26.31,67.77,1016.64,75.52,N; Tset = 29.60; Ttrue = 029.6; T1 = 24.56; RH1 = 84.11; T2 = 26.02; RH2 = 76.47
2017.11.14_04:54:24,10.53,15.99,16.91,3.51,2.94,4.69,25.48,3.17,1009.05,17.22,21.59,27.82,7.31,10.20,13.28,26.32,68.71,1016.62,76.58,N; Tset = 30.00; Ttrue = 029.8; T1 = 24.61; RH1 = 85.12; T2 = 26.02; RH2 = 77.60
2017.11.14_04:55:26,10.31,13.64,16.97,4.16,2.05,4.29,25.48,3.16,1009.03,16.07,23.65,28.35,7.92,9.86,11.91,26.33,69.63,1016.64,77.63,N; Tset = 30.20; Ttrue = 030.1; T1 = 24.65; RH1 = 86.09; T2 = 26.03; RH2 = 78.66
2017.11.14_04:56:28,10.41,13.93,16.77,1.79,2.36,4.84,25.48,3.14,1008.99,15.82,22.04,33.38,8.51,11.14,12.29,26.33,70.54,1016.59,78.70,N; Tset = 30.40; Ttrue = 030.3; T1 = 24.69; RH1 = 87.06; T2 = 26.03; RH2 = 79.76
2017.11.14_04:57:32,12.40,15.24,15.51,2.43,1.91,4.61,25.48,3.15,1009.00,19.09,22.07,30.35,8.41,11.21,12.56,26.33,71.47,1016.62,79.79,N; Tset = 30.80; Ttrue = 030.6; T1 = 24.74; RH1 = 88.00; T2 = 26.04; RH2 = 80.85
2017.11.14_04:58:34,12.79,13.92,16.64,1.78,2.00,5.14,25.48,3.17,1009.06,18.70,23.84,30.38,8.53,11.64,13.78,26.33,72.38,1016.64,80.85,N; Tset = 31.00; Ttrue = 030.9; T1 = 24.78; RH1 = 88.92; T2 = 26.04; RH2 = 81.93
2017.11.14_04:59:36,11.55,16.47,17.75,3.66,1.94,4.66,25.48,3.17,1009.09,20.85,22.79,32.45,9.47,11.92,13.65,26.33,73.27,1016.68,81.93,N; Tset = 31.20; Ttrue = 031.1; T1 = 24.83; RH1 = 89.82; T2 = 26.05; RH2 = 83.02
2017.11.14_05:00:38,12.09,13.80,16.80,3.49,2.44,4.31,25.48,3.17,1009.15,18.72,23.42,32.12,11.72,12.97,14.35,26.33,74.17,1016.74,82.98,N; Tset = 31.40; Ttrue = 031.4; T1 = 24.88; RH1 = 90.68; T2 = 26.05; RH2 = 84.06
2017.11.14_05:01:40,12.94,15.11,17.78,2.72,2.55,4.40,25.48,3.20,1009.12,18.70,24.36,32.33,12.05,14.20,15.58,26.33,75.06,1016.70,84.01,N; Tset = 31.60; Ttrue = 031.6; T1 = 24.93; RH1 = 91.54; T2 = 26.05; RH2 = 85.12
2017.11.14_05:02:44,12.32,14.51,19.19,2.30,2.42,4.75,25.48,3.21,1009.08,19.08,24.72,33.92,13.18,15.75,16.55,26.34,75.95,1016.68,85.00,N; Tset = 32.00; Ttrue = 031.8; T1 = 24.99; RH1 = 92.38; T2 = 26.05; RH2 = 86.17
2017.11.14_05:03:46,12.83,15.35,18.19,5.48,2.50,4.85,25.48,3.18,1009.12,19.00,24.51,33.85,15.93,16.63,18.12,26.35,76.83,1016.71,85.98,N; Tset = 32.20; Ttrue = 032.1; T1 = 25.04; RH1 = 93.18; T2 = 26.06; RH2 = 87.21
2017.11.14_05:04:48,11.47,14.75,16.57,2.02,1.96,3.96,25.48,3.17,1009.17,18.96,24.78,33.57,18.55,19.19,19.84,26.35,77.70,1016.75,86.99,N; Tset = 32.40; Ttrue = 032.3; T1 = 25.09; RH1 = 93.96; T2 = 26.06; RH2 = 88.24
2017.11.14_05:05:50,11.30,15.05,17.43,1.47,2.03,3.95,25.48,3.14,1009.12,19.89,25.74,35.61,21.33,21.41,20.65,26.35,78.56,1016.71,87.97,N; Tset = 32.60; Ttrue = 032.5; T1 = 25.14; RH1 = 94.68; T2 = 26.06; RH2 = 89.26
