2017.11.07_10:46:52,120.55,141.23,156.61,22.08,19.79,23.35,23.03,8.17,970.32,156.13,179.86,186.06,32.92,33.01,33.52,24.24,71.63,977.40,77.56,N; Tset = 15.20; Ttrue = 015.7; T1 = 22.97; RH1 = 76.49; T2 = 23.98; RH2 = 80.39
2017.11.07_11:30:04,65.00,74.69,77.24,14.61,13.97,14.83,23.54,6.41,1003.55,77.09,69.89,72.75,16.81,18.67,21.47,24.71,69.12,1010.82,77.38,N; Tset = 28.40; Ttrue = 028.4; T1 = 22.69; RH1 = 87.61; T2 = 24.48; RH2 = 78.23
2017.11.07_11:31:06,71.93,74.57,75.61,17.36,16.52,17.62,23.52,6.50,1003.45,82.38,74.85,77.14,18.04,20.57,20.27,24.68,70.08,1010.78,78.57,N; Tset = 28.60; Ttrue = 028.6; T1 = 22.74; RH1 = 88.51; T2 = 24.47; RH2 = 79.33
2017.11.07_11:32:10,85.10,84.98,82.51,17.21,15.91,18.57,23.50,6.53,1003.39,91.20,99.04,80.02,18.26,23.65,27.95,24.67,71.02,1010.69,79.68,N; Tset = 29.00; Ttrue = 028.8; T1 = 22.82; RH1 = 89.33; T2 = 24.46; RH2 = 80.41
2017.11.07_11:33:12,79.36,78.33,81.80,15.70,15.89,15.24,23.48,6.45,1003.36,93.65,82.14,85.23,18.38,21.35,25.06,24.65,71.92,1010.69,80.75,N; Tset = 29.20; Ttrue = 029.1; T1 = 22.88; RH1 = 90.05; T2 = 24.46; RH2 = 81.43
2017.11.07_11:34:14,75.29,75.86,80.72,17.49,17.59,16.11,23.48,6.38,1003.42,86.57,81.26,84.27,20.34,20.62,21.89,24.65,72.80,1010.71,81.76,N; Tset = 29.40; Ttrue = 029.3; T1 = 22.97; RH1 = 90.71; T2 = 24.46; RH2 = 82.45
2017.11.07_11:35:16,72.95,75.27,78.76,19.97,16.41,17.23,23.48,6.35,1003.44,83.98,77.00,88.45,17.23,19.84,25.24,24.65,73.67,1010.77,82.74,N; Tset = 29.60; Ttrue = 029.5; T1 = 23.05; RH1 = 91.32; T2 = 24.46; RH2 = 83.42
2017.11.07_11:36:20,77.40,84.35,82.15,22.07,15.53,18.30,23.48,6.36,1003.37,84.37,81.78,87.44,22.29,23.92,22.87,24.65,74.53,1010.72,83.72,N; Tset = 29.80; Ttrue = 029.7; T1 = 23.14; RH1 = 91.92; T2 = 24.47; RH2 = 84.38
2017.11.07_11:37:22,84.78,81.91,78.67,20.60,15.07,18.72,23.49,6.33,1003.35,85.04,88.48,83.21,21.09,24.68,31.84,24.65,75.31,1010.71,84.61,N; Tset = 30.00; Ttrue = 030.0; T1 = 23.23; RH1 = 92.40; T2 = 24.47; RH2 = 85.27
2017.11.07_11:38:24,78.24,80.08,85.33,16.57,11.82,14.52,23.51,6.26,1003.32,83.08,85.96,79.32,22.96,23.02,26.34,24.65,76.01,1010.66,85.38,N; Tset = 30.20; Ttrue = 030.2; T1 = 23.30; RH1 = 92.78; T2 = 24.48; RH2 = 86.02
2017.11.07_11:39:26,70.33,78.13,81.76,15.89,16.37,16.78,23.52,6.20,1003.37,82.91,84.20,84.54,24.29,26.86,25.93,24.67,76.65,1010.67,85.99,N; Tset = 30.40; Ttrue = 030.4; T1 = 23.35; RH1 = 93.20; T2 = 24.49; RH2 = 86.73
2017.11.07_11:40:28,75.63,79.55,87.79,16.01,18.47,15.67,23.53,6.17,1003.30,86.14,79.54,86.23,26.02,27.69,26.12,24.67,77.24,1010.62,86.69,N; Tset = 30.60; Ttrue = 030.6; T1 = 23.39; RH1 = 93.74; T2 = 24.50; RH2 = 87.42
2017.11.07_11:41:30,75.44,80.33,76.54,15.68,15.31,16.57,23.53,6.11,1003.36,84.19,85.29,95.16,27.93,27.42,29.69,24.68,77.85,1010.66,87.32,N; Tset = 30.80; Ttrue = 030.8; T1 = 23.41; RH1 = 94.37; T2 = 24.50; RH2 = 88.16
